user_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_segment
91225,1888,1,14.6899995803833,1,1,1,111,At Risk
43988,932,1,21,1,1,1,111,At Risk
74473,1718,1,19,1,1,1,111,At Risk
79330,946,1,25,1,1,1,111,At Risk
8856,1476,1,16.899999618530273,1,1,1,111,At Risk
57141,846,1,25,1,1,1,111,At Risk
54201,905,1,35.729999542236328,1,1,1,111,At Risk
84762,994,1,35.830001831054688,1,1,1,111,At Risk
29295,1255,1,10.6899995803833,1,1,1,111,At Risk
5938,947,1,25,1,1,1,111,At Risk
25478,1340,1,22.5,1,1,1,111,At Risk
48861,1483,1,19.950000762939453,1,1,1,111,At Risk
71441,1048,1,19.989999771118164,1,1,1,111,At Risk
24654,1323,1,27.680000305175781,1,1,1,111,At Risk
76127,1897,1,17.989999771118164,1,1,1,111,At Risk
90542,1420,1,14.630000114440918,1,1,1,111,At Risk
87964,1176,1,36.9900016784668,1,1,1,111,At Risk
16091,1207,1,32,1,1,1,111,At Risk
22455,831,1,11.079999923706056,1,1,1,111,At Risk
78678,1119,1,33.9900016784668,1,1,1,111,At Risk
44306,1234,1,34.9900016784668,1,1,1,111,At Risk
49484,1651,1,10.300000190734863,1,1,1,111,At Risk
57816,1110,1,26,1,1,1,111,At Risk
68831,1411,1,29.989999771118164,1,1,1,111,At Risk
82697,1613,1,10.449999809265137,1,1,1,111,At Risk
53626,959,1,32.9900016784668,1,1,1,111,At Risk
96140,1596,1,10,1,1,1,111,At Risk
47754,1447,1,19.989999771118164,1,1,1,111,At Risk
75123,1111,1,34.2400016784668,1,1,1,111,At Risk
17242,1682,1,19.989999771118164,1,1,1,111,At Risk
7077,1898,1,32.900001525878906,1,1,1,111,At Risk
49074,839,1,16.440000534057617,1,1,1,111,At Risk
67872,929,1,18,1,1,1,111,At Risk
69306,2021,1,3.2799999713897705,1,1,1,111,At Risk
52510,1046,1,21,1,1,1,111,At Risk
81044,1141,1,29,1,1,1,111,At Risk
64917,1031,1,25,1,1,1,111,At Risk
19060,2095,1,27.950000762939453,1,1,1,111,At Risk
2201,846,1,25,1,1,1,111,At Risk
69548,972,1,28,1,1,1,111,At Risk
19924,1386,1,27.649999618530277,1,1,1,111,At Risk
64157,1469,1,7.679999828338623,1,1,1,111,At Risk
41104,1740,1,13.989999771118164,1,1,1,111,At Risk
92735,1781,1,10.079999923706056,1,1,1,111,At Risk
92466,1199,1,16.75,1,1,1,111,At Risk
1020,852,1,24.989999771118164,1,1,1,111,At Risk
22644,906,1,19.989999771118164,1,1,1,111,At Risk
86900,1872,1,14.989999771118164,1,1,1,111,At Risk
93745,1058,1,22,1,1,1,111,At Risk
68555,1098,1,25,1,1,1,111,At Risk
37855,991,1,25,1,1,1,111,At Risk
20936,1092,1,3.9900000095367432,1,1,1,111,At Risk
78823,1127,1,25,1,1,1,111,At Risk
49950,992,1,11.989999771118164,1,1,1,111,At Risk
43251,1287,1,10.6899995803833,1,1,1,111,At Risk
48491,946,1,36.9900016784668,1,1,1,111,At Risk
19757,1208,1,17,1,1,1,111,At Risk
65962,1626,1,18.989999771118164,1,1,1,111,At Risk
78001,885,1,6.8299999237060556,1,1,1,111,At Risk
17925,958,1,34.59999942779541,1,1,1,111,At Risk
43488,999,1,25.200000762939453,1,1,1,111,At Risk
55132,1428,1,37.7400016784668,1,1,1,111,At Risk
12866,1193,1,24.989999771118164,1,1,1,111,At Risk
88895,1101,1,25,1,1,1,111,At Risk
7289,1165,1,35.840000152587891,1,1,1,111,At Risk
84744,1390,1,18.5,1,1,1,111,At Risk
41229,915,1,34.5,1,1,1,111,At Risk
97754,845,1,13.619999885559082,1,1,1,111,At Risk
85096,1355,1,11.899999618530272,1,1,1,111,At Risk
42267,1803,1,12,1,1,1,111,At Risk
36256,1882,1,24.509999752044678,1,1,1,111,At Risk
38131,1213,1,16,1,1,1,111,At Risk
7870,1846,1,6.8499999046325684,1,1,1,111,At Risk
97371,857,1,25,1,1,1,111,At Risk
18546,1575,1,29,1,1,1,111,At Risk
5917,1494,1,25,1,1,1,111,At Risk
12996,1900,1,24.950000762939453,1,1,1,111,At Risk
59210,1103,1,33,1,1,1,111,At Risk
35006,845,1,26.969999313354489,1,1,1,111,At Risk
88168,989,1,29.989999771118164,1,1,1,111,At Risk
52214,1030,1,23.989999771118164,1,1,1,111,At Risk
86867,1286,1,29.25,1,1,1,111,At Risk
59793,1401,1,11.989999771118164,1,1,1,111,At Risk
78578,910,1,9.380000114440918,1,1,1,111,At Risk
72106,845,1,14.25,1,1,1,111,At Risk
97296,1648,1,25,1,1,1,111,At Risk
2647,822,1,24,1,1,1,111,At Risk
6543,1749,1,14.949999809265137,1,1,1,111,At Risk
26014,1333,1,35,1,1,1,111,At Risk
57242,949,1,24,1,1,1,111,At Risk
59429,1214,1,36,1,1,1,111,At Risk
84098,856,1,36,1,1,1,111,At Risk
13730,1100,1,3.5999999046325684,1,1,1,111,At Risk
11012,1614,1,7.4600000381469727,1,1,1,111,At Risk
36334,1874,1,11.979999542236328,1,1,1,111,At Risk
68702,1319,1,34.5,1,1,1,111,At Risk
17547,1160,1,33.680000305175781,1,1,1,111,At Risk
31012,1861,1,34,1,1,1,111,At Risk
11117,1718,1,10.989999771118164,1,1,1,111,At Risk
54026,950,1,8.9899997711181641,1,1,1,111,At Risk
6027,1826,1,36,1,1,1,111,At Risk
62181,913,1,25,1,1,1,111,At Risk
33111,910,1,24.989999771118164,1,1,1,111,At Risk
46462,1419,1,19.950000762939453,1,1,1,111,At Risk
81280,919,1,35.840000152587891,1,1,1,111,At Risk
61886,992,1,9,1,1,1,111,At Risk
34751,1785,1,34.5,1,1,1,111,At Risk
19061,1097,1,12.489999771118164,1,1,1,111,At Risk
6885,1359,1,7.9899997711181632,1,1,1,111,At Risk
18823,1093,1,36.5,1,1,1,111,At Risk
1185,894,1,3.2000000476837158,1,1,1,111,At Risk
46164,965,1,20.989999771118164,1,1,1,111,At Risk
26411,1416,1,17.5,1,1,1,111,At Risk
71971,1059,1,10,1,1,1,111,At Risk
70657,857,1,34.599998474121094,1,1,1,111,At Risk
24417,996,1,24.170000076293945,1,1,1,111,At Risk
94740,853,1,22,1,1,1,111,At Risk
85923,1330,1,32.900001525878906,1,1,1,111,At Risk
86294,878,1,29.989999771118164,1,1,1,111,At Risk
2893,1328,1,8.6899995803833,1,1,1,111,At Risk
29863,1737,1,28.739999771118164,1,1,1,111,At Risk
89508,817,1,17,1,1,1,111,At Risk
94034,908,1,12.25,1,1,1,111,At Risk
57750,1092,1,30.989999771118164,1,1,1,111,At Risk
19320,869,1,9.9899997711181641,1,1,1,111,At Risk
46203,1258,1,29.950000762939453,1,1,1,111,At Risk
26374,1903,1,4.9499998092651367,1,1,1,111,At Risk
64399,1073,1,35,1,1,1,111,At Risk
98261,1290,1,11.949999809265137,1,1,1,111,At Risk
38661,952,1,25,1,1,1,111,At Risk
8615,1005,1,26.979999542236328,1,1,1,111,At Risk
4882,952,1,29.950000762939453,1,1,1,111,At Risk
75911,1127,1,19.5,1,1,1,111,At Risk
95080,1124,1,27.979999542236328,1,1,1,111,At Risk
43726,1330,1,27.989999771118164,1,1,1,111,At Risk
51992,974,1,34.9900016784668,1,1,1,111,At Risk
4532,990,1,14.199999809265137,1,1,1,111,At Risk
68658,1084,1,5.5900001525878906,1,1,1,111,At Risk
43794,1090,1,37.200000762939446,1,1,1,111,At Risk
26535,1250,1,35,1,1,1,111,At Risk
15878,1342,1,28,1,1,1,111,At Risk
56140,1163,1,25.200000762939453,1,1,1,111,At Risk
83368,1008,1,24.059999465942383,1,1,1,111,At Risk
6969,1397,1,14.949999809265137,1,1,1,111,At Risk
97770,1181,1,27,1,1,1,111,At Risk
87545,1019,1,32.090000152587891,1,1,1,111,At Risk
16199,1714,1,7.5,1,1,1,111,At Risk
95835,826,1,14.25,1,1,1,111,At Risk
28952,1725,1,25,1,1,1,111,At Risk
28493,1156,1,29.950000762939453,1,1,1,111,At Risk
11488,964,1,15.989999771118164,1,1,1,111,At Risk
99365,1109,1,14.970000267028809,1,1,1,111,At Risk
17881,1721,1,26.149999618530277,1,1,1,111,At Risk
46318,1013,1,15.4399995803833,1,1,1,111,At Risk
62889,936,1,29.989999771118164,1,1,1,111,At Risk
79499,1462,1,21,1,1,1,111,At Risk
66546,941,1,29.969999313354489,1,1,1,111,At Risk
39146,1513,1,25,1,1,1,111,At Risk
3164,1078,1,36,1,1,1,111,At Risk
22793,880,1,26.380000114440918,1,1,1,111,At Risk
32826,822,1,16.579999923706055,1,1,1,111,At Risk
76752,1107,1,25.5,1,1,1,111,At Risk
89879,970,1,7.9899997711181632,1,1,1,111,At Risk
38918,1727,1,24.989999771118164,1,1,1,111,At Risk
46418,1236,1,18,1,1,1,111,At Risk
77929,972,1,29.319999694824215,1,1,1,111,At Risk
91884,982,1,24.909999847412109,1,1,1,111,At Risk
30572,1585,1,21.989999771118164,1,1,1,111,At Risk
85967,1260,1,11.25,1,1,1,111,At Risk
69996,1033,1,15.369999885559082,1,1,1,111,At Risk
20974,1277,1,18,1,1,1,111,At Risk
76977,1151,1,32,1,1,1,111,At Risk
57696,901,1,29.989999771118164,1,1,1,111,At Risk
836,1019,1,34,1,1,1,111,At Risk
37848,1483,1,32,1,1,1,111,At Risk
50718,1674,1,20.430000305175781,1,1,1,111,At Risk
39356,1388,1,26.989999771118164,1,1,1,111,At Risk
4753,1108,1,20,1,1,1,111,At Risk
15669,858,1,37.180000305175774,1,1,1,111,At Risk
52523,2024,1,13.420000076293944,1,1,1,111,At Risk
37312,1566,1,20,1,1,1,111,At Risk
6469,1239,1,24.989999771118164,1,1,1,111,At Risk
7401,950,1,17.639999389648438,1,1,1,111,At Risk
20799,1020,1,12,1,1,1,111,At Risk
9364,1283,1,25.520000457763672,1,1,1,111,At Risk
82885,1228,1,8,1,1,1,111,At Risk
33827,1166,1,22,1,1,1,111,At Risk
7521,823,1,13.710000038146973,1,1,1,111,At Risk
56444,1801,1,35,1,1,1,111,At Risk
97568,883,1,24.979999542236328,1,1,1,111,At Risk
45268,1018,1,12.989999771118164,1,1,1,111,At Risk
52388,1135,1,28.989999771118164,1,1,1,111,At Risk
87330,847,1,24.989999771118164,1,1,1,111,At Risk
41680,1894,1,16.950000762939453,1,1,1,111,At Risk
83792,818,1,9.75,1,1,1,111,At Risk
57139,1195,1,34.9900016784668,1,1,1,111,At Risk
81552,906,1,30.950000762939453,1,1,1,111,At Risk
38816,820,1,13.600000381469728,1,1,1,111,At Risk
37875,1060,1,25,1,1,1,111,At Risk
15694,1953,1,12.270000457763672,1,1,1,111,At Risk
59810,1505,1,25.489999771118164,1,1,1,111,At Risk
28321,1064,1,20,1,1,1,111,At Risk
32679,1323,1,17.989999771118164,1,1,1,111,At Risk
26058,1615,1,25,1,1,1,111,At Risk
30471,1686,1,29.989999771118164,1,1,1,111,At Risk
10877,1091,1,13.5,1,1,1,111,At Risk
49865,1677,1,25,1,1,1,111,At Risk
73887,1660,1,34.979999542236328,1,1,1,111,At Risk
18866,842,1,17,1,1,1,111,At Risk
10194,1267,1,29.989999771118164,1,1,1,111,At Risk
22993,1048,1,22.5,1,1,1,111,At Risk
22704,897,1,8.7200002670288086,1,1,1,111,At Risk
69681,1091,1,19.989999771118164,1,1,1,111,At Risk
91301,1981,1,25.930000305175781,1,1,1,111,At Risk
8180,1766,1,23.950000762939453,1,1,1,111,At Risk
83869,1300,1,12.979999542236328,1,1,1,111,At Risk
49152,1576,1,27.959999084472656,1,1,1,111,At Risk
43,1592,1,25,1,1,1,111,At Risk
58644,819,1,29.989999771118164,1,1,1,111,At Risk
2582,1597,1,12.5,1,1,1,111,At Risk
38452,1612,1,15.989999771118164,1,1,1,111,At Risk
25986,1538,1,37.5,1,1,1,111,At Risk
25090,1853,1,19.5,1,1,1,111,At Risk
88905,896,1,13.600000381469728,1,1,1,111,At Risk
12401,941,1,14.989999771118164,1,1,1,111,At Risk
4799,1222,1,17.75,1,1,1,111,At Risk
75224,1302,1,36,1,1,1,111,At Risk
40586,1608,1,24.989999771118164,1,1,1,111,At Risk
62328,1446,1,11.979999542236328,1,1,1,111,At Risk
20647,900,1,12.989999771118164,1,1,1,111,At Risk
34632,1632,1,25,1,1,1,111,At Risk
4487,1419,1,25,1,1,1,111,At Risk
3837,1220,1,27.930000305175781,1,1,1,111,At Risk
99860,1076,1,10.100000381469728,1,1,1,111,At Risk
69125,1806,1,33.75,1,1,1,111,At Risk
95718,1507,1,30.989999771118164,1,1,1,111,At Risk
95691,869,1,26.239999771118164,1,1,1,111,At Risk
80365,1220,1,5.78000020980835,1,1,1,111,At Risk
20304,1204,1,37.5,1,1,1,111,At Risk
1108,1684,1,22,1,1,1,111,At Risk
60040,1150,1,37.9900016784668,1,1,1,111,At Risk
89393,822,1,25,1,1,1,111,At Risk
18562,1048,1,35,1,1,1,111,At Risk
80850,1591,1,10.970000267028809,1,1,1,111,At Risk
86652,2106,1,24.950000762939453,1,1,1,111,At Risk
24920,989,1,22.5,1,1,1,111,At Risk
35843,1685,1,19.110000610351559,1,1,1,111,At Risk
31679,1356,1,23.950000762939453,1,1,1,111,At Risk
66239,955,1,25,1,1,1,111,At Risk
39761,1466,1,33.75,1,1,1,111,At Risk
28578,1187,1,8.7399997711181641,1,1,1,111,At Risk
81883,985,1,21,1,1,1,111,At Risk
60353,876,1,25,1,1,1,111,At Risk
31780,1085,1,35,1,1,1,111,At Risk
99181,980,1,29.9399995803833,1,1,1,111,At Risk
49028,989,1,15.989999771118164,1,1,1,111,At Risk
80445,1068,1,25,1,1,1,111,At Risk
21588,1126,1,30.989999771118164,1,1,1,111,At Risk
26882,1268,1,34.9900016784668,1,1,1,111,At Risk
20959,1229,1,28.110000610351559,1,1,1,111,At Risk
77922,820,1,32,1,1,1,111,At Risk
25,820,1,25.950000762939453,1,1,1,111,At Risk
45307,1256,1,29.950000762939453,1,1,1,111,At Risk
65233,1232,1,31.159999847412109,1,1,1,111,At Risk
20060,926,1,34,1,1,1,111,At Risk
69024,1062,1,25,1,1,1,111,At Risk
50300,1334,1,16.239999771118164,1,1,1,111,At Risk
57827,1794,1,25,1,1,1,111,At Risk
26100,861,1,9.9899997711181641,1,1,1,111,At Risk
81661,1033,1,13.75,1,1,1,111,At Risk
60799,1066,1,27.75,1,1,1,111,At Risk
94148,1627,1,34.979999542236328,1,1,1,111,At Risk
9529,988,1,25,1,1,1,111,At Risk
36072,1208,1,32,1,1,1,111,At Risk
22211,1948,1,12.630000114440918,1,1,1,111,At Risk
97132,1026,1,19.25,1,1,1,111,At Risk
51218,1634,1,5.3299999237060556,1,1,1,111,At Risk
50521,1060,1,37.4900016784668,1,1,1,111,At Risk
30199,955,1,37,1,1,1,111,At Risk
22349,1534,1,10.699999809265137,1,1,1,111,At Risk
54947,946,1,21.989999771118164,1,1,1,111,At Risk
65421,1450,1,26.699999809265137,1,1,1,111,At Risk
86966,933,1,8.3500003814697266,1,1,1,111,At Risk
97097,1148,1,16.010000228881836,1,1,1,111,At Risk
51084,1687,1,25.200000762939453,1,1,1,111,At Risk
73063,1369,1,25,1,1,1,111,At Risk
15626,1687,1,11.979999542236328,1,1,1,111,At Risk
10611,1325,1,18,1,1,1,111,At Risk
55338,846,1,29.989999771118164,1,1,1,111,At Risk
58814,982,1,11.909999847412108,1,1,1,111,At Risk
22175,1657,1,22,1,1,1,111,At Risk
79020,1660,1,12.75,1,1,1,111,At Risk
58901,1635,1,25,1,1,1,111,At Risk
11006,830,1,6.9899997711181641,1,1,1,111,At Risk
37099,1048,1,11.989999771118164,1,1,1,111,At Risk
75386,1145,1,33.950000762939453,1,1,1,111,At Risk
14432,942,1,16.959999084472656,1,1,1,111,At Risk
52757,838,1,13.970000267028809,1,1,1,111,At Risk
84627,876,1,18,1,1,1,111,At Risk
44204,1502,1,18,1,1,1,111,At Risk
63692,851,1,11.989999771118164,1,1,1,111,At Risk
36889,1360,1,16.659999847412109,1,1,1,111,At Risk
49763,1141,1,25,1,1,1,111,At Risk
93632,1195,1,23.989999771118164,1,1,1,111,At Risk
664,829,1,24.989999771118164,1,1,1,111,At Risk
54216,964,1,34.9900016784668,1,1,1,111,At Risk
66777,1124,1,13.970000267028809,1,1,1,111,At Risk
40057,1292,1,18,1,1,1,111,At Risk
60106,1108,1,10.800000190734863,1,1,1,111,At Risk
97256,1057,1,24.950000762939453,1,1,1,111,At Risk
19768,1129,1,11.979999542236328,1,1,1,111,At Risk
88419,1662,1,6.570000171661377,1,1,1,111,At Risk
89700,1571,1,28,1,1,1,111,At Risk
26386,1089,1,37,1,1,1,111,At Risk
82479,872,1,25,1,1,1,111,At Risk
32763,1394,1,24.979999542236328,1,1,1,111,At Risk
95958,1039,1,22,1,1,1,111,At Risk
56100,1185,1,25,1,1,1,111,At Risk
94088,1163,1,25,1,1,1,111,At Risk
35455,952,1,17,1,1,1,111,At Risk
49706,914,1,12.930000305175779,1,1,1,111,At Risk
39501,968,1,30,1,1,1,111,At Risk
40132,1941,1,13.489999771118164,1,1,1,111,At Risk
71613,1009,1,37.950000762939446,1,1,1,111,At Risk
57774,2009,1,34.9900016784668,1,1,1,111,At Risk
96996,866,1,31.489999771118164,1,1,1,111,At Risk
52180,1286,1,7.9899997711181632,1,1,1,111,At Risk
85350,975,1,21.590000152587887,1,1,1,111,At Risk
84684,1206,1,34,1,1,1,111,At Risk
55843,1378,1,12.229999542236328,1,1,1,111,At Risk
96987,1806,1,28.149999618530273,1,1,1,111,At Risk
60585,1289,1,26,1,1,1,111,At Risk
69092,1173,1,14.399999618530272,1,1,1,111,At Risk
70360,1401,1,6.4099998474121085,1,1,1,111,At Risk
10722,898,1,18.989999771118164,1,1,1,111,At Risk
98513,968,1,20,1,1,1,111,At Risk
94252,1725,1,36,1,1,1,111,At Risk
62653,1215,1,28,1,1,1,111,At Risk
27242,942,1,12.989999771118164,1,1,1,111,At Risk
98560,932,1,24,1,1,1,111,At Risk
37409,1206,1,23.989999771118164,1,1,1,111,At Risk
63067,1141,1,34,1,1,1,111,At Risk
12014,1394,1,25.989999771118164,1,1,1,111,At Risk
15432,1418,1,13.970000267028809,1,1,1,111,At Risk
5705,1232,1,17.510000228881836,1,1,1,111,At Risk
78952,980,1,36.9900016784668,1,1,1,111,At Risk
84774,1685,1,29.989999771118164,1,1,1,111,At Risk
94653,885,1,32.5,1,1,1,111,At Risk
56116,890,1,31.9399995803833,1,1,1,111,At Risk
33836,1203,1,19,1,1,1,111,At Risk
90332,1184,1,3.9900000095367432,1,1,1,111,At Risk
21282,1835,1,36.9900016784668,1,1,1,111,At Risk
37983,1570,1,10,1,1,1,111,At Risk
72402,1649,1,22.579999923706051,1,1,1,111,At Risk
66643,984,1,35,1,1,1,111,At Risk
18870,819,1,16.950000762939453,1,1,1,111,At Risk
64387,1270,1,13.109999656677246,1,1,1,111,At Risk
33879,917,1,35.989999771118164,1,1,1,111,At Risk
8847,1217,1,31.889999389648438,1,1,1,111,At Risk
12371,1295,1,12.199999809265137,1,1,1,111,At Risk
1045,919,1,38,1,1,1,111,At Risk
95215,1431,1,25,1,1,1,111,At Risk
44191,876,1,24.989999771118164,1,1,1,111,At Risk
99679,1326,1,22,1,1,1,111,At Risk
2605,1086,1,25,1,1,1,111,At Risk
6685,1114,1,31.5,1,1,1,111,At Risk
10577,1333,1,15.989999771118164,1,1,1,111,At Risk
67790,1882,1,8.5,1,1,1,111,At Risk
3754,1189,1,11.949999809265137,1,1,1,111,At Risk
48411,1263,1,17.5,1,1,1,111,At Risk
44414,978,1,14.989999771118164,1,1,1,111,At Risk
95695,1041,1,21.989999771118164,1,1,1,111,At Risk
4884,1269,1,36,1,1,1,111,At Risk
32631,1101,1,20,1,1,1,111,At Risk
93559,875,1,33.9900016784668,1,1,1,111,At Risk
84600,1015,1,35,1,1,1,111,At Risk
13299,1620,1,38,1,1,1,111,At Risk
85472,1596,1,19.989999771118164,1,1,1,111,At Risk
42721,1612,1,23.979999542236328,1,1,1,111,At Risk
65747,1452,1,9.75,1,1,1,111,At Risk
94177,908,1,37.889999389648438,1,1,1,111,At Risk
58236,1086,1,20.940000534057617,1,1,1,111,At Risk
75808,1504,1,24.950000762939453,1,1,1,111,At Risk
13954,1513,1,18,1,1,1,111,At Risk
53000,909,1,29.979999542236328,1,1,1,111,At Risk
30295,942,1,29.950000762939453,1,1,1,111,At Risk
71716,1030,1,18.5,1,1,1,111,At Risk
5641,1141,1,8,1,1,1,111,At Risk
75198,1259,1,8.8999996185302734,1,1,1,111,At Risk
30936,913,1,29.989999771118164,1,1,1,111,At Risk
95365,1053,1,14.989999771118164,1,1,1,111,At Risk
95581,877,1,35,1,1,1,111,At Risk
601,1801,1,17.899999618530273,1,1,1,111,At Risk
42711,1045,1,12,1,1,1,111,At Risk
41211,1384,1,15.859999656677246,1,1,1,111,At Risk
87430,847,1,36.9900016784668,1,1,1,111,At Risk
2008,1689,1,25,1,1,1,111,At Risk
25775,1478,1,25,1,1,1,111,At Risk
36686,1489,1,12.970000267028809,1,1,1,111,At Risk
67336,842,1,32,1,1,1,111,At Risk
19990,900,1,25,1,1,1,111,At Risk
58075,949,1,25,1,1,1,111,At Risk
63226,1170,1,27,1,1,1,111,At Risk
58109,1257,1,12.979999542236328,1,1,1,111,At Risk
93393,851,1,24.989999771118164,1,1,1,111,At Risk
94095,2064,1,35.450000762939453,1,1,1,111,At Risk
70655,1022,1,19.989999771118164,1,1,1,111,At Risk
23106,849,1,19.950000762939453,1,1,1,111,At Risk
95471,1512,1,9.819999694824217,1,1,1,111,At Risk
45453,1196,1,19.950000762939453,1,1,1,111,At Risk
32455,980,1,35,1,1,1,111,At Risk
83167,1021,1,12.989999771118164,1,1,1,111,At Risk
75742,963,1,31.5,1,1,1,111,At Risk
58710,1708,1,18,1,1,1,111,At Risk
178,1306,1,17,1,1,1,111,At Risk
46773,1081,1,6.96999979019165,1,1,1,111,At Risk
96679,928,1,7.5,1,1,1,111,At Risk
2546,1371,1,13.510000228881836,1,1,1,111,At Risk
